#OTUID	taxonomy	USEARCH	SINTAX	UTAX
ASV1282	GSL|100.0|EU871505|SH1008784.09FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodotorula,s:Rhodotorula diobovata	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodotorula	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodotorula,s:Rhodotorula diobovata	No hit
ASV1283	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1284	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1285	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1286	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1287	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1288	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1289	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1290	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1291	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1292	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1293	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1294	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1295	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1296	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1297	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1298	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1299	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1300	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1301	GS|93.8|KF028767|SH1072454.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	No hit	No hit
ASV1302	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1303	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1304	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1305	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1306	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1307	SS|0.9300|UDB02541113|SH1131513.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales	No hit
ASV1308	SS|0.9500|None;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales,f:Parmeliaceae,g:Neoprotoparmelia,s:Neoprotoparmelia corallifera	No hit	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales,f:Parmeliaceae,g:Neoprotoparmelia,s:Neoprotoparmelia corallifera	No hit
ASV1309	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1310	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi	No hit
ASV1311	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1312	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1313	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1314	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1315	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1316	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1317	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1319	SS|0.9100|KF535949|SH1174631.09FU;k:Choanoflagellozoa,p:Choanoflagellata,o:Choanoflagellida	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Choanoflagellozoa,p:Choanoflagellata,o:Choanoflagellida	No hit
ASV1320	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1321	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1322	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1323	GS|81.6|KU990882|SH0978299.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Corynesporascaceae,g:Corynespora,s:Corynespora cassiicola	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Corynesporascaceae,g:Corynespora,s:Corynespora cassiicola	No hit	No hit
ASV1324	SS|0.9600|UDB01615459|SH1097522.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	No hit
ASV1325	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1326	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1327	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1328	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1329	GS|98.2|MT622281|SH0945515.09FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Erysiphales,f:Erysiphaceae,g:Blumeria	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Erysiphales,f:Erysiphaceae,g:Blumeria	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Erysiphales,f:Erysiphaceae,g:Blumeria	No hit
ASV1330	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1331	SS|1.0000|UDB01714251|SH1216058.09FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit
ASV1332	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1333	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1334	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1335	SS|1.0000|KC965667|SH0922162.09FU;k:Fungi	k:Fungi	k:Fungi	No hit
ASV1336	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1337	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1338	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1339	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1340	GS|99.3|UDB02715003|SH0938748.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae	No hit
ASV1341	GS|100.0|UDB04499743|SH0889029.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae	No hit
ASV1342	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1343	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1344	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1345	SS|1.0000|KF535949|SH1174631.09FU;k:Fungi,p:Basidiobolomycota,c:Basidiobolomycetes,o:Basidiobolales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiobolomycota,c:Basidiobolomycetes,o:Basidiobolales	No hit
ASV1346	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1347	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1348	GSL|100.0|MZ766444|SH1188866.09FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Filobasidiaceae,g:Naganishia,s:Naganishia albida	k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Filobasidiaceae,g:Naganishia,s:Naganishia albida	No hit
ASV1349	GS|100.0|UDB03378088|SH0980025.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	No hit
ASV1350	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1351	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1352	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1353	GS|100.0|UDB04075740|SH0905944.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Coniochaetales,f:Coniochaetaceae,g:Coniochaeta,s:Coniochaeta polymorpha	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Coniochaetales,f:Coniochaetaceae,g:Coniochaeta	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Coniochaetales,f:Coniochaetaceae,g:Coniochaeta,s:Coniochaeta polymorpha	No hit
ASV1354	GS|100.0|UDB04321836|SH0906262.09FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae	No hit
ASV1355	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1356	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1357	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1358	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1359	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1360	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1361	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1362	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1363	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi	No hit
ASV1364	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1365	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1366	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1367	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1368	GSL|100.0|OM349612|SH1309305.09FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	k:Fungi	No hit
ASV1369	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1370	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1371	SS|0.9100|LN810837|SH0954236.09FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Acarosporales,f:Acarosporaceae,g:Polysporina,s:Polysporina subfuscescens	k:Fungi,p:Ascomycota	No hit
ASV1372	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1373	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1374	GS|100.0|UDB0986444|SH1301428.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	k:Fungi	No hit
ASV1375	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1376	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1377	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1378	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1379	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1380	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1381	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1382	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1383	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1384	GS|100.0|GQ922553|SH0898389.09FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae,g:Iodophanus	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae,g:Iodophanus	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae	No hit
ASV1385	SS|1.0000|UDB01710882|SH1216056.09FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit
ASV1386	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1387	GS|100.0|UDB02025665|SH0985300.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Neodidymelliopsis	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Neodidymelliopsis	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Neodidymelliopsis	No hit
ASV1388	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1389	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1390	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1391	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1392	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1393	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1394	SS|0.9700|MH861727|SH0881633.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Parachaetomium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae	No hit
ASV1395	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1396	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1397	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1398	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1399	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1400	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1401	GS|98.3|DQ420778|SH1003485.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Arnium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Arnium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	No hit
ASV1402	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1403	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1404	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1405	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1406	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1407	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1408	GS|99.6|EU480194|SH1080215.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
ASV1409	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1410	SS|0.8400|MT441624|SH1085448.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Sporormiella,s:Sporormiella australis	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae	No hit
ASV1411	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1412	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1413	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1414	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1415	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1416	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1417	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1418	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1419	GS|93.8|KF028767|SH1072454.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	No hit	No hit
ASV1420	GS|100.0|MW729195|SH1301428.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	k:Fungi	No hit
ASV1421	GS|80.3|UDB02168143|SH1015240.09FU;k:Fungi	k:Fungi	No hit	No hit
ASV1422	GS|100.0|KP335447|SH0992096.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	No hit
ASV1423	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1424	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1425	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1426	GSL|100.0|MT732825|SH0936422.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Microascaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Microascaceae	k:Fungi	No hit
ASV1427	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi	No hit
ASV1428	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1429	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1430	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1431	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1432	GS|100.0|OM238180|SH0882272.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Sordariaceae,g:Neurospora,s:Neurospora crassa	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Sordariaceae,g:Neurospora,s:Neurospora crassa	k:Fungi,p:Ascomycota	No hit
ASV1433	GS|97.9|UDB01613393|SH0903815.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	No hit
ASV1434	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1435	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1436	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1437	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1438	GSL|100.0|MW580422|SH0919309.09FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Sclerotiniaceae,g:Clarireedia,s:Clarireedia bennettii	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Sclerotiniaceae,g:Clarireedia,s:Clarireedia bennettii	No hit
ASV1439	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1440	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1441	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1442	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1443	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1444	GS|97.9|LN810802|SH0954326.09FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Acarosporales,f:Acarosporaceae,g:Acarospora,s:Acarospora socialis	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Acarosporales,f:Acarosporaceae,g:Acarospora,s:Acarospora socialis	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Acarosporales,f:Acarosporaceae,g:Acarospora,s:Acarospora socialis	No hit
ASV1445	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1446	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1447	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1448	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1449	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1450	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1451	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1452	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1453	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Ascomycota	No hit
ASV1454	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1455	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1456	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1457	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1458	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1459	GSL|100.0|OK339606|SH1288445.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Talaromyces	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Talaromyces	k:Fungi	No hit
ASV1460	GS|100.0|UDB07198267|SH0879828.09FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Piskurozymaceae,g:Solicoccozyma	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Piskurozymaceae,g:Solicoccozyma	k:Fungi	No hit
ASV1461	GS|99.4|KU612392|SH1081324.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	No hit
ASV1462	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1463	GS|90.6|KF028767|SH1072454.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	No hit	No hit
ASV1464	GS|100.0|UDB03309785|SH0989774.09FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
ASV1465	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1466	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1467	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1468	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1469	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1470	GS|81.1|UDB05030740|SH1039362.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit	No hit
ASV1471	SS|0.8000|KF535949|SH1174631.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
ASV1472	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1473	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1474	SS|1.0000|MF971328|SH0997351.09FU;k:Fungi	k:Fungi	k:Fungi	No hit
ASV1475	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1476	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1477	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1478	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1479	SS|1.0000|UDB0861985|SH0881700.09FU;k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Acrophialophora	k:Fungi	No hit
ASV1480	SS|1.0000|UDB03141724|SH1248641.09FU;k:Fungi	k:Fungi,p:Glomeromycota	k:Fungi	No hit
ASV1481	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1482	GS|100.0|GU909821|SH1049476.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	k:Fungi	No hit
ASV1483	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1484	GSL|100.0|JQ857029|SH1223465.09FU;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium,s:Cystobasidium ritchiei	k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium,s:Cystobasidium ritchiei	No hit
ASV1485	GS|100.0|UDB05227627|SH0992160.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi	No hit
ASV1486	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1487	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1488	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1489	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1490	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1491	GS|79.8|KF296868|SH1171393.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit	No hit
ASV1492	SS|0.9900|UDB01722772|SH1154591.09FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit
ASV1493	GS|99.4|UDB05010291|SH1046407.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
ASV1494	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1495	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1496	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1497	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1498	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Rhizaria,p:Cercozoa	No hit
ASV1499	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1500	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1501	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1502	GS|0.0|None;No hit	No hit	No hit	No hit
ASV1503	GS|0.0|None;No hit	No hit	No hit	No hit
